start,end,distance,speed limit
1095053653,1095053042,100.647,46.4
1095053653,1095053264,42.029,46.4
1095053653,1095053594,36.63,46.4
1095053670,1095053688,86.782,46.4
1095053670,1095053247,36.258,46.4
1095053670,1095053766,36.267,46.4
1095053688,1095053635,35.34,46.4
1095053688,1095053108,38.637,46.4
1095053688,1095053670,86.782,46.4
1095053692,1859239325,41.796,46.4
1095053692,1095053631,82.161,46.4
1095053692,1095052920,37.404,46.4
1095053692,1095053113,33.978,46.4
1095053693,1095053439,42.253,46.4
1095053693,1095053457,53.247,46.4
1095053713,1095053113,36.119,46.4
1095053713,1095053332,39.47,46.4
1095053713,1095053719,81.885,46.4
1095053719,1095053364,39.191,46.4
1095053719,1095053713,81.885,46.4
1095053719,1095052911,36.091,46.4
1095053737,1095053744,38.34,46.4
1095053737,1095053789,34.297,46.4
1095053737,1095053377,45.564,46.4
1095053737,1095053553,40.086,46.4
1095053744,2270177888,56.013,46.4
1095053744,1095053737,38.34,46.4
1095053744,1095052877,23.842,46.4
1095053766,1095053635,91.174,46.4
1095053766,1095053670,36.267,46.4
1095053770,1095053439,40.444,46.4
1095053770,1095053451,38.177,46.4
1095053770,1095053542,36.192,46.4
1095053789,1095053737,34.297,46.4
1095053789,1095053582,40.561,46.4
1095053789,1095053451,59.132,46.4
1095053789,1095053594,45.398,46.4
1095053810,1095053108,30.453,46.4
1095053810,5369450671,41.859,46.4
1095053819,4413455816,18.914,46.4
1095053819,1095053318,42.652,46.4
1095053840,1095053264,101.366,46.4
1095053840,1095053610,37.93,46.4
1095053840,1095053042,43.909,46.4
1095053858,1095053558,101.713,46.4
1095053858,1095053553,34.204,46.4
1095053858,1095052993,33.898,46.4
1095053858,3485551523,39.802,46.4
1095053864,1095053553,100.795,46.4
1095053864,2270177888,39.518,46.4
1095053885,1095053507,99.958,46.4
1095053885,1095053231,37.908,46.4
1097076625,1097077196,75.963,46.4
1097076632,1097076963,111.52,46.4
1097076632,6835329494,21.707,46.4
1097076632,1076646191,29.371,46.4
1097076632,1097077279,35.306,46.4
1097076634,1097077083,32.365,46.4
1097076634,1097077222,29.525,46.4
1097076634,1097076904,45.246,46.4
1097076644,1097077239,71.644,46.4
1097076644,1097077115,18.845,46.4
1097076644,1097076688,43.324,46.4
1097076648,6835329490,62.729,46.4
1097076648,1097077242,31.635,46.4
1097076648,1097077119,10.727,46.4
1097076688,1097076861,70.467,46.4
1097076688,1097077016,40.209,46.4
1097076688,1097076644,43.324,46.4
1097076692,1097077279,114.885,46.4
1097076692,6835329496,13.035,46.4
1097076696,1097077119,88.319,46.4
1097076697,6721222606,24.938,46.4
1097076697,1097076744,97.523,46.4
1097076741,1097076755,90.818,46.4
1097076744,1097077196,28.036,46.4
1097076744,1097077301,42.999,46.4
1097076744,1097077058,18.271,46.4
1097076744,1097076697,97.523,46.4
1097076755,1097076969,27.774,46.4
1097076755,1097077326,10.574,46.4
1097076755,1097076741,90.818,46.4
1097076791,1097076957,82.075,46.4
1097076793,321706338,45.381,46.4
1097076793,1097077196,27.821,46.4
1097076793,1097077178,41.909,46.4
1097076793,1097077287,92.954,46.4
1097076802,1097077016,42.004,46.4
1097076802,1097077069,25.925,46.4
1097076802,1097076977,70.942,46.4
1097076835,1097077083,36.282,46.4
1097076851,1097077222,52.01,46.4
1097076861,1097076688,70.467,46.4
1097076861,1097077190,37.173,46.4
1097076861,1097077239,41.911,46.4
1097076864,1097077301,35.257,46.4
1097076864,1097077083,24.301,46.4
1097076869,1097077326,27.45,46.4
1097076869,5371862407,26.279,46.4
1097076869,1097077341,63.831,46.4
1097076899,4413408602,26.23,46.4
1097076899,1737163544,120.268,46.4
1097076899,1737163540,48.983,46.4
1097076904,1097076634,45.246,46.4
1097076908,1097077029,37.859,46.4
1097076908,1097077069,20.01,46.4
1097076908,1097077298,85.508,46.4
1097076908,6835329489,14.18,46.4
1097076922,1097076963,36.735,46.4
1097076922,1097077217,33.306,46.4
1097076922,1097077080,111.802,46.4
1097076949,1097077083,61.276,46.4
1097076957,1097076791,82.075,46.4
1097076957,1097077298,13.536,46.4
1097076957,1097076977,27.108,46.4
1097076963,1097076632,111.52,46.4
1097076963,6835329496,20.248,46.4
1097076963,1097076922,36.735,46.4
1097076963,6835329498,12.654,46.4
1097076969,6835329492,26.787,46.4
1097076969,1097076755,27.774,46.4
1097076969,1097077338,79.208,46.4
1097076977,1097076802,70.942,46.4
1097076977,1097076957,27.108,46.4
1097076977,1097077190,44.249,46.4
1097077005,1097077217,37.475,46.4
1097077005,1553423765,73.369,46.4
1097077005,1097077322,87.836,46.4
1097077016,1097076802,42.004,46.4
1097077016,1097076688,40.209,46.4
1097077016,1097077190,69.785,46.4
1097077019,1097077181,16.366,46.4
1097077019,4413408597,45.718,46.4
1097077029,6835329490,19.406,46.4
1097077029,1097077181,32.537,46.4
1097077029,1097076908,37.859,46.4
1097077058,1097076744,18.271,46.4
1097077058,1097077133,39.244,46.4
1097077069,1097076908,20.01,46.4
1097077069,1097076802,25.925,46.4
1097077080,1097076922,111.802,46.4
1097077080,1553423765,33.455,46.4
1097077080,1076646191,5.944,46.4
1097077083,1097076864,24.301,46.4
1097077083,1097076634,32.365,46.4
1097077083,1097076949,61.276,46.4
1097077083,1097076835,36.282,46.4
1097077115,5371862407,24.411,46.4
1097077115,1097076644,18.845,46.4
1097077119,1097076696,88.319,46.4
1097077119,1097076648,10.727,46.4
1097077119,1097077298,28.915,46.4
1097077124,1097077322,26.292,46.4
1097077124,1737163526,70.986,46.4
1097077133,1097077058,39.244,46.4
1097077178,1097076793,41.909,46.4
1097077181,1737163537,6.277,46.4
1097077181,1097077029,32.537,46.4
1097077181,1097077019,16.366,46.4
1097077188,6721222606,7.965,46.4
1097077188,1097077287,26.939,46.4
1097077188,1097077196,91.011,46.4
1097077190,1097077016,69.785,46.4
1097077190,1097076977,44.249,46.4
1097077190,1097076861,37.173,46.4
1097077196,1097076793,27.821,46.4
1097077196,1097076744,28.036,46.4
1097077196,1097076625,75.963,46.4
1097077196,1097077188,91.011,46.4
1097077217,4413407088,6.942,46.4
1097077217,1097077005,37.475,46.4
1097077217,1097076922,33.306,46.4
1097077222,1097076634,29.525,46.4
1097077222,6835329492,23.158,46.4
1097077222,1097076851,52.01,46.4
1097077239,1097076644,71.644,46.4
1097077239,1097076861,41.911,46.4
1097077242,1097076648,31.635,46.4
1097077242,4413408598,1.76,46.4
1097077242,4413408597,13.816,46.4
1097077246,1097077326,63.061,46.4
1097077246,1097077341,29.596,46.4
1097077275,2348038958,16.96,46.4
1097077279,1097076692,114.885,46.4
1097077279,1097076632,35.306,46.4
1097077279,2335450469,33.913,46.4
1097077287,1097077188,26.939,46.4
1097077287,1097076793,92.954,46.4
1097077298,1097076908,85.508,46.4
1097077298,1097077119,28.915,46.4
1097077298,1097076957,13.536,46.4
1097077301,1097076744,42.999,46.4
1097077301,1097076864,35.257,46.4
1097077301,2348038958,19.021,46.4
1097077301,1718968950,79.129,46.4
1097077322,1097077005,87.836,46.4
1097077322,1097077124,26.292,46.4
1097077322,1737163523,70.858,46.4
1097077326,1097076755,10.574,46.4
1097077326,1097076869,27.45,46.4
1097077326,1097077246,63.061,46.4
1097077338,1097076969,79.208,46.4
1097077341,1097077246,29.596,46.4
1097077341,1737163518,24.462,46.4
1097077341,1097076869,63.831,46.4
1098575125,665074298,54.606,46.4
1098575125,4421576986,10.807,46.4
1099409187,1223396676,107.051,59.3
1099409187,1223396731,45.71,49.3
1099409188,1099409359,39.865,59.3
1099409188,1099409457,131.618,59.3
1099409191,1076646338,39.191,46.4
1099409191,1076646650,121.846,46.4
1099409194,1099409398,35.354,46.4
1099409194,1099409462,36.949,46.4
1099409194,1953248212,73.279,46.4
1099409204,1987033355,11.156,46.4
1099409205,1099409207,109.491,59.3
1099409205,1099409243,32.299,59.3
1099409205,1099409314,39.363,59.3
1099409206,1099409316,113.448,49.3
1099409207,1099409205,109.491,59.3
1099409207,1099409258,37.247,59.3
1099409207,1099409332,35.571,59.3
1099409209,2135785102,55.023,50.0
1099409211,1099409481,150.055,46.4
1099409211,1720776494,79.003,46.4
1099409211,1099409263,35.787,46.4
1099409211,1099409232,33.205,46.4
1099409213,1198068431,57.152,46.4
1099409213,1099409334,110.754,50.0
1099409218,8267088414,12.951,46.4
1099409218,1099409339,149.534,46.4
1099409228,7765131737,9.162,50.0
1099409228,1151192864,11.311,49.3
1099409228,7765131736,8.245,49.3
1099409230,6333873751,167.736,59.3
1099409230,4421598135,16.371,59.3
1099409230,2627360887,15.85,59.3
1099409231,4421785318,48.662,46.4
1099409231,1099409263,156.822,46.4
1099409231,1099409368,37.287,46.4
1099409231,1099409280,35.984,46.4
1099409232,4421785315,137.714,46.4
1099409232,4429248300,78.109,46.4
1099409232,1099409211,33.205,46.4
1099409234,3335300078,10.902,49.3
1099409234,1223396669,106.147,49.3
1099409234,1223396683,81.724,49.3
1099409236,1554230235,21.425,59.3
1099409236,1099409457,201.069,59.3
1099409243,1099409394,39.595,59.3
1099409243,1099409446,71.817,59.3
1099409243,1099409205,32.299,59.3
1099409253,1099409206,128.337,49.3
1099409255,1099409367,93.913,46.4
1099409256,8267088415,9.768,46.4
1099409256,1099409368,145.647,46.4
1099409258,1099409314,108.667,59.3
1099409258,1099409484,37.586,59.3
1099409258,1099409207,37.247,59.3
1099409261,1099409300,31.559,59.3
1099409261,4421626052,16.695,59.3
1099409263,1099409231,156.822,46.4
1099409263,1099409401,119.901,46.4
1099409263,1099409454,36.56,46.4
1099409263,1099409211,35.787,46.4
1099409266,1099409411,42.072,59.3
1099409266,1099409305,34.736,59.3
1099409266,1099409337,35.651,59.3
1099409269,426886930,81.788,46.4
1099409269,2042814583,32.776,46.4
1099409276,1987033372,28.925,46.4
1099409276,1987033355,11.34,46.4
1099409276,1720776495,16.822,46.4
1099409278,1099409454,82.779,46.4
1099409278,8267849304,37.278,46.4
1099409278,1099409401,51.873,46.4
1099409280,1720776494,79.025,46.4
1099409280,8267088413,103.244,46.4
1099409280,1099409231,35.984,46.4
1099409282,1223396716,100.674,46.4
1099409282,4817577894,140.001,49.3
1099409286,4429478910,42.281,59.3
1099409286,1099409305,26.715,59.3
1099409288,2520278801,24.195,46.4
1099409288,1151193197,17.129,46.4
1099409288,426886930,24.552,46.4
1099409290,1099409421,48.952,46.4
1099409290,3012493954,18.634,50.0
1099409290,1099409344,21.83,46.4
1099409292,1099409427,28.314,59.3
1099409292,1095053240,65.743,59.3
1099409292,26069842,111.445,59.3
1099409300,1099409503,65.73,59.3
1099409300,1099409261,31.559,59.3
1099409304,1099409308,36.93,46.4
1099409304,1099409457,41.888,46.4
1099409304,1099409359,113.415,59.3
1099409304,361552973,195.295,59.3
1099409305,26069843,41.327,59.3
1099409305,1099409266,34.736,59.3
1099409305,1099409286,26.715,59.3
1099409308,1095053097,39.857,46.4
1099409308,1099409304,36.93,46.4
1099409308,1099409436,83.349,59.3
1099409310,8267849304,18.316,46.4
1099409310,8267091937,22.875,46.4
1099409314,1099409258,108.667,59.3
1099409314,1099409205,39.363,59.3
1099409314,1099409362,38.249,59.3
1099409315,3367670145,9.659,46.4
1099409315,2296974881,38.191,49.3
1099409315,3367932300,6.693,59.3
1099409316,2399106409,79.838,49.3
1099409329,1099409367,29.602,46.4
1099409329,4407994839,91.331,46.4
1099409332,4355285623,36.545,59.3
1099409332,1099409405,34.763,59.3
1099409332,1099409207,35.571,59.3
1099409332,4429478910,76.042,59.3
1099409333,4421626049,32.691,59.3
1099409333,1099409451,57.247,59.3
1099409334,1198068338,34.832,46.4
1099409334,1099409344,73.104,50.0
1099409337,1099409394,92.792,59.3
1099409337,1099409427,11.513,59.3
1099409337,1099409266,35.651,59.3
1099409339,1099409218,149.534,46.4
1099409339,1099409504,154.403,46.4
1099409339,1720776509,26.137,46.4
1099409339,1099409368,38.275,46.4
1099409341,2383000464,47.458,50.0
1099409341,2142150211,13.387,49.3
1099409341,1151193197,21.601,46.4
1099409344,3485278583,12.915,46.4
1099409344,1099409463,21.53,50.0
1099409344,4448361003,17.428,46.4
1099409344,1099409290,21.83,46.4
1099409357,4421628633,10.457,59.3
1099409357,1987064903,32.619,59.3
1099409358,3335361218,40.509,59.3
1099409358,2627476414,63.791,59.3
1099409358,2627476417,53.041,46.4
1099409359,1099409188,39.865,59.3
1099409359,1099409304,113.415,59.3
1099409362,1095053097,36.421,59.3
1099409362,1099409484,110.596,59.3
1099409362,1099409314,38.249,59.3
1099409364,1099409417,286.036,50.0
1099409367,1099409255,93.913,46.4
1099409367,1099409329,29.602,46.4
1099409368,1099409339,38.275,46.4
1099409368,1099409231,37.287,46.4
1099409368,1099409256,145.647,46.4
1099409368,1099409454,156.418,46.4
1099409371,4421626050,18.256,59.3
1099409371,4421626049,29.608,59.3
1099409394,1099409337,92.792,59.3
1099409394,1099409405,35.04,59.3
1099409394,1099409243,39.595,59.3
1099409395,1099409187,139.979,49.3
1099409395,1095053269,105.202,46.4
1099409396,1099409431,38.816,59.3
1099409396,361552973,37.665,59.3
1099409396,1099409436,101.718,59.3
1099409398,8294540591,19.04,46.4
1099409398,1099409194,35.354,46.4
1099409401,1099409263,119.901,46.4
1099409401,1099409278,51.873,46.4
1099409401,1099409481,48.155,46.4
1099409403,2009106711,97.878,46.4
1099409403,1307159377,61.993,49.3
1099409403,1151731322,107.064,49.3
1099409405,1099409411,76.464,59.3
1099409405,1099409332,34.763,59.3
1099409405,1099409394,35.04,59.3
1099409409,1526281950,67.804,49.3
1099409409,415647757,51.987,49.3
1099409409,3335361217,112.104,59.3
1099409411,1099409405,76.464,59.3
1099409411,1099409266,42.072,59.3
1099409417,2042814551,17.957,49.3
1099409417,2042814510,301.148,50.0
1099409417,1099409502,10.092,49.3
1099409417,1223396637,46.603,49.3
1099409421,1099409290,48.952,46.4
1099409421,1099409486,66.643,46.4
1099409421,1099409475,82.584,59.3
1099409425,1099409502,301.608,50.0
1099409427,1099409337,11.513,59.3
1099409427,1099409292,28.314,59.3
1099409427,4421797289,22.901,59.3
1099409431,1099409396,38.816,59.3
1099409431,1099409484,38.133,59.3
1099409431,1554231832,63.546,59.3
1099409436,1099409308,83.349,59.3
1099409436,1099409396,101.718,59.3
1099409443,8294540591,53.06,46.4
1099409443,3724530224,19.425,50.0
1099409443,1475714733,28.748,50.0
1099409446,4421797289,18.613,59.3
1099409446,1099409243,71.817,59.3
1099409448,4421639090,108.18,49.3
1099409448,1127494351,101.956,49.3
1099409448,2500758996,22.926,49.3
1099409451,1099409333,57.247,59.3
1099409451,1223396696,86.65,49.3
1099409451,1156735388,41.896,49.3
1099409454,1099409278,82.779,46.4
1099409454,1099409263,36.56,46.4
1099409454,1099409368,156.418,46.4
1099409454,1099409504,36.868,46.4
1099409457,1099409304,41.888,46.4
1099409457,1099409188,131.618,59.3
1099409457,1099409236,201.069,59.3
1099409459,2627476417,8.684,50.0
1099409462,1099409194,36.949,46.4
1099409462,8294540588,5.638,46.4
1099409463,3012493955,7.413,50.0
1099409473,1987064896,13.959,59.3
1099409473,1987064893,14.444,59.3
1099409475,2627476414,62.644,59.3
1099409475,1099409421,82.584,59.3
1099409478,1084307701,109.744,50.0
1099409478,2383000462,77.165,49.3
1099409478,1151192945,14.67,49.3
1099409481,8267091927,25.223,46.4
1099409481,1099409211,150.055,46.4
1099409481,1099409401,48.155,46.4
1099409484,1099409362,110.596,59.3
1099409484,1099409431,38.133,59.3
1099409484,1099409258,37.586,59.3
1099409486,1099409421,66.643,46.4
1099409486,359868214,243.053,46.4
1099409486,6333873751,9.14,59.3
1099409489,6333765784,7.322,46.4
1099409489,6333765783,10.238,49.3
1099409489,6333765885,9.097,49.3
1099409489,6333765886,9.703,49.3
1099409502,26069962,248.359,50.0
1099409502,2135785108,20.176,49.3
1099409502,1103039683,70.001,49.3
1099409502,1099409417,10.092,49.3
1099409503,2135785104,76.93,59.3
1099409503,1099409300,65.73,59.3
1099409503,2520278798,16.473,46.4
1099409504,1099409339,154.403,46.4
1099409504,8267088408,10.942,46.4
1099409504,1099409454,36.868,46.4
1101581865,4308577544,76.981,59.3
1101581865,1101582165,74.408,59.3
1101581959,1101582524,33.182,59.3
1101581959,4421785314,19.414,59.3
1101581966,2410267282,6.334,46.4
1101581966,1120362658,48.063,46.4
1101581971,4056825590,81.295,46.4
1101581971,2269953475,56.507,46.4
1101581971,4056825616,30.728,46.4
1101581973,1101582632,21.078,59.3
1101581973,2270226684,14.366,59.3
1101581981,1101582671,58.495,59.3
1101581981,1101582334,27.455,59.3
1101582022,1101582703,50.054,46.4
1101582040,1101582626,24.66,46.4
1101582165,1101582659,20.566,46.4
1101582165,1101581865,74.408,59.3
1101582165,2628010754,20.332,59.3
1101582172,1101582804,31.082,46.4
1101582175,1101582341,93.031,59.3
1101582175,4056825602,48.742,46.4
1101582175,1737223230,75.805,46.4
1101582224,1101582536,159.491,46.4
1101582230,1076646376,18.096,49.3
1101582230,1076646171,19.901,49.3
1101582241,1101581865,60.481,46.4
1101582241,1101582659,75.467,59.3
1101582249,4421728045,80.476,59.3
1101582249,7224393857,38.905,46.4
1101582249,2270227770,17.253,46.4
1101582268,7670926340,6.997,46.4
1101582285,4421785313,12.741,59.3
1101582285,2628482167,19.969,59.3
1101582299,1101582022,80.25,46.4
1101582299,2270233764,11.781,46.4
1101582334,1101581981,27.455,59.3
1101582334,1101582778,37.066,59.3
1101582341,1101582429,74.823,59.3
1101582341,1101582175,93.031,59.3
1101582341,1101582599,91.519,46.4
1101582341,1101582783,57.021,46.4
1101582343,3335372345,68.477,46.4
1101582343,5549478009,6.276,46.4
1101582347,2628010851,39.589,59.3
1101582347,361552953,71.892,59.3
1101582402,2270227769,6.111,46.4
1101582402,4421728044,83.565,46.4
1101582425,1953248265,60.833,46.4
1101582425,313164093,87.293,46.4
1101582428,1101582783,16.706,46.4
1101582428,321706262,35.658,50.0
1101582428,3677436643,33.313,50.0
1101582429,1737223284,85.058,50.0
1101582429,1101582341,74.823,59.3
1101582480,2630780142,116.886,46.4
1101582480,2410267282,109.944,46.4
1101582480,1101582782,44.559,46.4
1101582480,1084307325,41.398,46.4
1101582520,1101582782,101.885,46.4
1101582524,1101581959,33.182,59.3
1101582536,1101582172,37.384,46.4
1101582586,1120362877,24.993,46.4
1101582586,1076646561,46.315,46.4
1101582599,1737223273,7.702,46.4
1101582599,1101582341,91.519,46.4
1101582626,1101582241,225.1,46.4
1101582626,1101582536,67.215,59.3
1101582632,4421728046,38.591,59.3
1101582632,1101581973,21.078,59.3
1101582632,4421728044,81.576,46.4
1101582658,321706409,78.445,49.3
1101582658,313164076,71.16,49.3
1101582659,1101582224,72.183,46.4
1101582671,2628482167,17.371,59.3
1101582671,1101581981,58.495,59.3
1101582703,2270099694,59.736,46.4
1101582778,1101582334,37.066,59.3
1101582778,2628010754,46.76,59.3
1101582782,1101582520,101.885,46.4
1101582782,1101582480,44.559,46.4
1101582783,1101582341,57.021,46.4
1101582783,1101582428,16.706,46.4
1101582804,1101582347,91.899,46.4
1101582804,1702087886,64.382,46.4
1103039538,1103039564,19.917,50.0
1103039559,1103039639,102.111,46.4
1103039559,4397280154,102.293,49.3
1103039562,4421607790,17.376,46.4
1103039562,3355806033,73.358,46.4
1103039562,321706379,40.737,46.4
1103039562,1079387396,129.388,46.4
1103039564,4383459445,63.616,50.0
1103039565,1103039681,23.092,59.3
1103039565,7721501227,32.034,59.3
1103039567,1103039796,82.333,46.4
1103039567,1103039812,127.671,46.4
1103039567,1859239327,53.694,46.4
1103039572,1103039702,126.956,59.3
1103039572,2136829829,64.197,59.3
1103039572,1103039637,61.298,59.3
1103039572,1079387306,160.019,59.3
1103039576,4419478854,50.418,59.3
1103039576,1103039646,77.343,46.4
1103039576,1103039716,63.405,46.4
1103039576,3355806027,51.35,59.3
1103039600,3355768796,54.337,46.4
1103039600,7721501237,11.283,46.4
1103039600,4397280154,101.858,59.3
1103039602,2630768209,1.7,59.3
1103039602,4419478854,91.361,59.3
1103039605,1307159442,69.072,49.3
1103039605,1127494350,47.502,49.3
1103039605,3355806019,79.911,49.3
1103039605,1307159388,38.454,49.3
1103039609,3335279402,11.186,49.3
1103039609,1307159528,62.348,50.0
1103039611,2630768214,9.682,59.3
1103039611,4421575034,18.546,59.3
1103039614,7721501227,4.168,59.3
1103039614,1103039706,9.266,59.3
1103039634,2630769412,19.129,59.3
1103039634,2630769413,25.769,59.3
1103039634,1103039736,25.012,59.3
1103039634,7721501218,21.274,59.3
1103039637,1103039742,126.071,59.3
1103039637,1103039572,61.298,59.3
1103039637,1103039750,58.027,59.3
1103039639,7721501237,95.278,46.4
1103039639,4819416886,83.946,46.4
1103039639,1103039677,122.186,46.4
1103039639,1103039559,102.111,46.4
1103039641,1103039709,106.559,59.3
1103039641,1103039742,35.508,59.3
1103039641,1103039665,25.463,59.3
1103039643,1103039730,85.062,46.4
1103039643,1859239254,23.298,59.3
1103039646,3355806028,52.751,46.4
1103039646,321706380,90.71,46.4
1103039646,1103039576,77.343,46.4
1103039646,7721501218,124.485,59.3
1103039649,3355806076,26.341,49.3
1103039649,3355806019,7.858,49.3
1103039665,7745894804,111.512,59.3
1103039665,1103039641,25.463,59.3
1103039665,1103039801,28.252,59.3
1103039667,1223396686,41.3,46.4
1103039667,1103039804,22.881,46.4
1103039670,4419494960,3.328,59.3
1103039670,1103039706,57.787,59.3
1103039673,1103039764,39.043,59.3
1103039673,1103039681,13.407,59.3
1103039677,1103039639,122.186,46.4
1103039677,1079387225,158.247,46.4
1103039677,4421607792,48.16,46.4
1103039681,1103039673,13.407,59.3
1103039681,1103039565,23.092,59.3
1103039683,3355768796,42.522,49.3
1103039683,1099409502,70.001,49.3
1103039694,4419494959,6.002,59.3
1103039694,1103039736,71.877,59.3
1103039702,1122468026,51.06,59.3
1103039702,1103039572,126.956,59.3
1103039702,1103039742,59.367,59.3
1103039706,1103039614,9.266,59.3
1103039706,4421575035,10.917,59.3
1103039706,1103039670,57.787,59.3
1103039706,2630768209,31.669,59.3
1103039709,1103039641,106.559,59.3
1103039709,2135733603,23.609,50.0
1103039711,1103039730,108.83,46.4
1103039711,8417357952,6.583,46.4
1103039715,1223396706,40.201,46.4
1103039715,1079387396,92.603,46.4
1103039716,1103039808,36.12,59.3
1103039716,1103039576,63.405,46.4
1103039716,331638852,21.462,46.4
1103039730,1103039643,85.062,46.4
1103039730,1103039711,108.83,46.4
1103039734,7721501228,47.209,59.3
1103039734,1127494285,39.34,59.3
1103039734,1127494205,35.617,59.3
1103039736,1103039694,71.877,59.3
1103039736,1103039634,25.012,59.3
1103039742,1103039637,126.071,59.3
1103039742,1103039702,59.367,59.3
1103039742,1103039641,35.508,59.3
1103039747,4419494962,31.303,59.3
1103039747,1103039764,39.088,59.3
1103039747,4419494960,45.738,59.3
1103039750,7745894804,13.713,59.3
1103039750,1103039637,58.027,59.3
1103039750,4421575036,61.2,59.3
1103039764,7721501230,37.185,59.3
1103039764,1103039673,39.043,59.3
1103039764,1103039747,39.088,59.3
1103039764,1103039778,38.711,59.3
1103039767,3355806027,4.132,59.3
1103039769,4419494961,48.276,46.4
1103039769,1127494235,92.891,46.4
1103039769,1103039801,33.865,59.3
1103039769,4419494962,55.417,59.3
1103039772,4421575034,15.039,59.3
1103039772,7721501216,56.508,59.3
1103039778,1103039764,38.711,59.3
1103039778,2630768202,32.249,59.3
1103039778,4419494959,33.09,59.3
1103039796,1103039567,82.333,46.4
1103039796,8417357947,9.795,46.4
1103039797,3752866858,52.346,50.0
1103039801,1103039665,28.252,59.3
1103039801,1103039769,33.865,59.3
1103039804,1103039667,22.881,46.4
1103039804,4421607790,19.624,46.4
1103039808,7721501216,18.102,59.3
1103039808,1103039716,36.12,59.3
1103039812,1103039567,127.671,46.4
1103039812,1859239265,17.562,59.3
1103039812,1859239262,9.159,59.3
1115665586,1974739979,58.248,49.3
1115665586,1115665634,99.631,59.3
1115665589,1115665690,56.635,59.3
1115665589,1115665922,56.157,59.3
1115665589,4398463921,66.199,59.3
1115665621,1115665734,44.814,59.3
1115665621,1115665785,41.109,59.3
1115665634,1115665814,84.698,59.3
1115665634,1115665734,58.82,59.3
1115665634,1115665665,111.013,59.3
1115665634,1115665586,99.631,59.3
1115665641,3333307677,66.266,46.4
1115665641,5371658141,81.461,46.4
1115665665,3752714608,86.588,59.3
1115665665,1151193122,62.13,59.3
1115665665,1115665780,92.44,59.3
1115665665,1115665634,111.013,59.3
1115665683,4429354083,56.405,59.3
1115665683,2826776881,9.154,49.3
1115665690,1151193122,35.994,59.3
1115665690,1115665722,63.332,59.3
1115665690,1115665589,56.635,59.3
1115665707,2141295397,19.634,49.3
1115665707,1941922121,59.025,49.3
1115665707,3063550007,50.928,50.0
1115665707,1959271932,80.539,50.0
1115665722,1115665830,38.871,59.3
1115665722,1115665690,63.332,59.3
1115665722,4398463916,19.34,59.3
1115665734,1115665634,58.82,59.3
1115665734,1115665621,44.814,59.3
1115665734,1151193122,132.358,59.3
1115665738,4429354084,15.969,59.3
1115665738,3356095126,73.751,59.3
1115665738,4973553162,87.183,59.3
1115665738,1115665777,101.873,59.3
1115665757,1115665867,69.526,46.4
1115665757,1964054298,37.847,46.4
1115665777,1115665738,101.873,59.3
1115665777,2001841765,68.709,49.3
1115665780,1151192982,100.184,59.3
1115665780,1115665800,35.808,59.3
1115665780,1115665665,92.44,59.3
1115665785,1115665621,41.109,59.3
1115665785,1115665905,52.458,59.3
1115665785,1115665830,41.329,59.3
1115665800,1115665922,56.957,59.3
1115665800,1115665780,35.808,59.3
1115665814,1156712282,24.2,59.3
1115665814,1115665634,84.698,59.3
1115665814,1677073456,8.653,49.3
1115665830,1115665785,41.329,59.3
1115665830,1115665722,38.871,59.3
1115665852,1115665930,64.114,59.3
1115665852,3356095125,72.683,59.3
1115665852,4973553162,21.063,59.3
1115665867,1115665900,93.277,46.4
1115665867,1115665757,69.526,46.4
1115665883,4429354085,9.292,59.3
1115665883,2001841765,100.824,59.3
1115665883,1115665930,132.254,59.3
1115665900,1307159674,46.503,59.3
1115665900,2518952228,55.52,59.3
1115665900,5371658141,19.267,46.4
1115665900,1115665867,93.277,46.4
1115665905,1115665785,52.458,59.3
1115665905,1115665586,172.4,49.3
1115665922,1115665589,56.157,59.3
1115665922,1115665800,56.957,59.3
1115665930,1115665852,64.114,59.3
1115665930,2281766982,29.046,59.3
1115665930,1115665883,132.254,59.3
1120362617,3357222506,5.961,59.3
1120362617,4413441091,17.914,49.3
1120362639,4096401490,8.749,46.4
1120362639,2905733953,49.954,46.4
1120362639,4141949452,61.708,46.4
1120362642,2386842535,46.746,59.3
1120362642,2500758996,136.312,49.3
1120362642,3480106950,16.889,49.3
1120362650,1120363101,102.947,46.4
1120362650,321706341,69.378,46.4
1120362650,321706338,45.995,46.4
1120362658,1101581966,48.063,46.4
1120362658,4096409454,83.722,46.4
1120362663,1120363011,38.676,59.3
1120362663,1120362890,91.373,59.3
1120362682,2721096892,80.311,46.4
1120362686,1482253551,85.084,46.4
1120362686,26069848,43.101,46.4
1120362686,1120362902,35.797,46.4
1120362700,3355806013,2.925,59.3
1120362703,1984387108,41.545,46.4
1120362712,1120363101,50.001,46.4
1120362712,1720831564,34.543,50.0
1120362712,321706338,103.845,50.0
1120362714,1120362902,82.672,46.4
1120362714,1482253652,45.173,46.4
1120362714,1482253551,36.888,46.4
1120362745,1120363138,15.502,46.4
1120362745,8267091917,28.316,46.4
1120362759,6534755401,3.466,59.3
1120362759,2905733952,21.754,59.3
1120362792,1120363162,22.907,46.4
1120362792,1984387108,46.357,46.4
1120362798,1120363164,40.392,59.3
1120362798,1120362989,27.566,59.3
1120362798,2905733955,77.992,59.3
1120362810,1076646324,37.487,59.3
1120362810,26059376,118.625,59.3
